feature,label,design_axis,placement,point_index,x,y,baseline,x_5pct,x_95pct,training_support_n,unique_values
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,33,0.14807632,1.8552014,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,34,0.15256348,1.8552014,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,35,0.15705065,1.8552014,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,36,0.16153781,1.8521801,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,37,0.16602497,1.8521801,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,38,0.17051213,1.8521801,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,39,0.17499929,1.8521801,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,40,0.17948645,1.8521801,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,41,0.18397361,1.8521801,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,42,0.18846077,1.8521801,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,43,0.19294794,1.8521801,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,44,0.1974351,1.8521801,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,45,0.20192226,1.8521801,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,46,0.20640942,1.8521801,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,47,0.21089658,1.8521801,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,48,0.21538374,1.8521801,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,49,0.2198709,1.8521801,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,50,0.22435807,1.8521801,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,51,0.22884523,1.8521801,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,52,0.23333239,1.8521801,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,53,0.23781955,1.8521801,1.8687346,0,0.24230671,1963,175
aem__hydration_overlap_contrast,Hydration-overlap contrast,hydration/network,Fig. S6,54,0.24230671,1.8521801,1.8687346,0,0.24230671,1963,175
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,0,1.5,1.8558089,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,1,1.6851852,1.8557236,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,2,1.8703704,1.8557452,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,3,2.0555556,1.8686629,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,4,2.2407407,1.8668193,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,5,2.4259259,1.8687346,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,6,2.6111111,1.8687346,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,7,2.7962963,1.8687346,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,8,2.9814815,1.8687346,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,9,3.1666667,1.8687346,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,10,3.3518519,1.8687346,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,11,3.537037,1.8687346,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,12,3.7222222,1.8687346,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,13,3.9074074,1.8687346,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,14,4.0925926,1.8687346,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,15,4.2777778,1.8687346,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,16,4.462963,1.8687346,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,17,4.6481481,1.8687346,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,18,4.8333333,1.8692941,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,19,5.0185185,1.8692941,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,20,5.2037037,1.8692941,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,21,5.3888889,1.8692941,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,22,5.5740741,1.8692941,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,23,5.7592593,1.8692941,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,24,5.9444444,1.8692941,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,25,6.1296296,1.8692941,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,26,6.3148148,1.8692941,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,27,6.5,1.8692262,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,28,6.6851852,1.8692262,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,29,6.8703704,1.8692262,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,30,7.0555556,1.8692262,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,31,7.2407407,1.8692515,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,32,7.4259259,1.8692515,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,33,7.6111111,1.8692515,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,34,7.7962963,1.8692515,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,35,7.9814815,1.8692515,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,36,8.1666667,1.8703026,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,37,8.3518519,1.8703026,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,38,8.537037,1.8703026,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,39,8.7222222,1.8703026,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,40,8.9074074,1.8703026,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,41,9.0925926,1.8703026,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,42,9.2777778,1.8703026,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,43,9.462963,1.8703026,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,44,9.6481481,1.8703026,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,45,9.8333333,1.8703026,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,46,10.018519,1.8703026,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,47,10.203704,1.8692215,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,48,10.388889,1.8692215,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,49,10.574074,1.8692215,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,50,10.759259,1.8685727,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,51,10.944444,1.8685727,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,52,11.12963,1.8707278,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,53,11.314815,1.8707278,1.8687346,1.5,11.5,1851,206
aem__cation_to_anchor_distance_mean,Cation-to-anchor distance,cation placement,Fig. S6,54,11.5,1.8707278,1.8687346,1.5,11.5,1851,206
